"","Region","Life_expectancy","Adult_mortality","Hepatitis_B","Incidents_HIV","GDP_per_capita","Economy_status_Developed"
"1518","Africa",45.8,591.9355,86,20.8,2477,0
"1519","Asia",68.9,215.2245,99,0.02,3860,0
"1520","North America",79.9,75.8795,14,0.1,37086,1
"1521","Central America and Caribbean",78.1,95.7985,90,0.15,8606,0
"1522","Asia",73.2,138.4385,87,0.25,1230,0
"1523","European Union",80.3,77.3625,88,0.02,19922,1
"1524","European Union",76.7,126.5725,98,0.08,11369,1
"1525","Africa",49.3,440.8905,76,3.5,321,0
"1526","Asia",69,211.6655,48,0.01,2018,0
"1527","Oceania",78.8,82.496,89,0.03,32657,1
"1528","Africa",47.7,406.9915,27,1.39,375,0
"1529","Central America and Caribbean",66.9,199.2275,98,0.36,1348,0
"1530","Oceania",79.9,71.935,95,0.04,47127,1
"1531","Rest of Europe",76.4,100.861,82,0.03,6517,0
"1532","Asia",61.2,236.439,84,0.45,575,0
"1533","Africa",57.9,319.386,70,2.84,7507,0
"1534","Asia",80.1,65.786,95,0.14,44160,0
"1535","Oceania",66.9,191.3835,99,0.11,4683,0
"1536","European Union",81,70.7555,96,0.06,18084,1
"1537","Asia",63.3,266.119,95,0.01,1624,0
"1538","Asia",73.7,136.971,78,0.26,1372,0
"1539","Rest of Europe",75.1,111.9335,92,0.08,3371,0
"1540","Central America and Caribbean",77.8,118.7115,93,0.57,16369,0
"1541","Asia",62.2,237.688,57,0.16,1253,0
"1542","Asia",74.4,91.9455,97,0.1,35065,0
"1543","European Union",81.4,55.7385,75,0.08,20558,1
"1544","Central America and Caribbean",71.8,164.069,93,0.22,1913,0
"1545","Rest of Europe",82.7,53.4515,88,0.06,82800,1
"1546","Asia",65.3,161.477,81,0.03,602,0
"1547","Asia",70.9,134.7385,96,0.01,1130,0
"1548","Asia",69.1,210.905,49,0.01,2078,0
"1549","Asia",70.4,171.816,96,0.13,1102,0
"1550","Middle East",75,97.5565,80,0.02,6712,0
"1551","Rest of Europe",75.5,98.63,97,0.08,4687,0
"1552","Africa",52.1,498.38,92,11.63,4986,0
"1553","Rest of Europe",68.8,250.947,97,0.08,8755,0
"1554","South America",75.8,117.821,96,0.19,10170,0
"1555","European Union",73.6,145.3625,99,0.01,9641,1
"1556","Oceania",80.2,75.011,88,0.04,36363,1
"1557","Rest of Europe",75,106.0775,90,0.08,4340,0
"1558","Central America and Caribbean",74,137.7585,92,0.57,4946,0
"1559","South America",70.3,184.52,99,0.15,3036,0
"1560","Asia",63.5,208.6165,92,0.34,903,0
"1561","European Union",73.9,139.5745,99,0.01,11426,1
"1562","Asia",71.8,129.6915,93,0.06,5426,0
"1563","Oceania",59.7,265.5145,60,0.64,1801,0
"1564","Oceania",70.1,142.208,82,0.17,3769,0
"1565","Central America and Caribbean",69.2,218.122,75,0.39,2999,0
"1566","European Union",81.5,61.0195,95,0.07,62012,1
"1567","North America",80.2,75.7275,14,0.1,38573,1
"1568","Asia",62.9,268.2505,93,0.01,1592,0
"1569","European Union",77.5,92.863,95,0.02,11544,1
"1570","South America",72.5,157.644,60,0.4,3701,0
"1571","Rest of Europe",82,59.034,88,0.06,80262,1
"1572","Africa",53.3,305.8365,86,0.58,518,0
"1573","Africa",48.7,523.0825,93,11.55,1109,0
"1574","South America",75.9,144.2095,92,0.21,5631,0
"1575","Africa",74,87.1205,98,0.05,2473,0
"1576","European Union",78.1,94.882,33,0.08,38843,1
"1577","South America",79,94.631,94,0.18,12339,0
"1578","Africa",55.8,273.319,72,0.14,432,0
"1579","Central America and Caribbean",70.3,206.0165,96,0.28,3262,0
"1580","European Union",80.2,92.3955,35,0.11,34900,1
"1581","Central America and Caribbean",69.9,193.7615,87,0.14,1466,0
"1582","Central America and Caribbean",71.3,174.858,81,0.65,5309,0
"1583","Rest of Europe",74.4,110.659,97,0.08,4231,0
"1584","Middle East",74.7,61.6325,98,0.13,33455,0
"1585","Oceania",70.6,148.0145,35,0.17,3955,0
"1586","Middle East",75.2,86.7395,92,0.13,57910,0
"1587","Asia",68.9,173.085,99,0.14,1787,0
"1588","European Union",77.3,90.2285,94,0.02,11933,1
"1589","European Union",80.2,56.4985,86,0.08,19574,1
"1590","European Union",77,123.2,93,0.08,17097,1
"1591","Central America and Caribbean",72,176.668,96,0.59,35863,0
"1592","Africa",50.6,561.532,86,19.66,4569,0
"1593","Asia",75,127.15,98,0.02,2543,0
"1594","European Union",79.7,70.055,88,0.06,43592,1
"1595","Asia",75.4,120.153,99,0.01,2950,0
"1596","Oceania",70,143.8305,84,0.17,3742,0
"1597","Asia",74.1,128.5065,97,0.18,8074,0
"1598","Central America and Caribbean",70.9,181.9365,79,0.13,1529,0
"1599","Rest of Europe",72.3,139.9,93,0.08,1856,0
"1600","Central America and Caribbean",71.4,170.3485,99,0.4,6918,0
"1601","Africa",55.9,371.292,87,0.59,870,0
"1602","Asia",68.2,150.565,86,0.01,809,0
"1603","Africa",61,305.0855,91,2.95,381,0
"1604","Asia",70.7,165.7935,97,0.12,1121,0
"1605","Africa",52.2,364.4625,46,0.62,2597,0
"1606","European Union",80.3,76.57,83,0.08,42655,1
"1607","Rest of Europe",73.6,137.2965,99,0.02,4968,0
"1608","Central America and Caribbean",73.8,150.585,97,0.07,2207,0
"1609","Central America and Caribbean",71,176.789,84,0.7,5007,0
"1610","Africa",58.5,323.004,78,5.26,1298,0
"1611","Asia",75.2,89.377,99,0.1,31679,0
"1612","Africa",58.5,306.7815,47,0.52,363,0
"1613","Central America and Caribbean",67.4,197.987,98,0.31,1402,0
"1614","Rest of Europe",82.9,49.384,88,0.05,84776,1
"1615","Rest of Europe",77.8,76.724,98,0.03,3856,0
"1616","Oceania",63.7,217.1505,79,0.17,1537,0
"1617","Oceania",66.4,204.6575,94,0.17,1415,0
"1618","Africa",56.1,356.5925,85,1.55,1278,0
"1619","Asia",66.1,199.529,88,0.16,2025,0
"1620","Central America and Caribbean",73.3,163.8125,74,0.03,3995,0
"1621","Africa",72.1,127.5385,81,0.01,3490,0
"1622","Rest of Europe",69.1,207.4875,89,0.43,2103,0
"1623","European Union",71.3,199.678,93,0.08,12362,1
"1624","Middle East",79.8,56.2695,99,0.06,63039,0
"1625","Africa",58.5,280.972,61,0.02,488,0
"1626","Africa",70.3,160.261,97,0.13,3485,0
"1627","South America",66.7,223.5645,93,0.85,3944,0
"1628","Asia",68.4,146.4255,93,0.17,752,0
"1629","Africa",63.9,203.5835,73,0.15,1524,0
"1630","Asia",69.5,216.56,95,0.13,9824,0
"1631","Oceania",59.5,269.8105,59,0.61,1842,0
"1632","Africa",54.1,290.506,80,2.55,574,0
"1633","Middle East",74.8,83.6925,98,0.05,22258,0
"1634","Rest of Europe",81.8,60.485,88,0.04,73047,1
"1635","Asia",73.8,137.477,86,0.02,2037,0
"1636","South America",71.1,153.5785,84,0.19,3304,0
"1637","Africa",62.5,212,64,0.19,1417,0
"1638","Africa",53.5,431.137,73,3.45,1160,0
"1639","Oceania",64.6,184.963,87,0.17,2895,0
"1640","Rest of Europe",78,86.493,88,0.08,39888,1
"1641","European Union",73.3,191.1515,94,0.08,11107,1
"1642","Oceania",82,60.0415,91,0.05,55255,1
"1643","Central America and Caribbean",77.9,116.6365,92,0.55,16952,0
"1644","Africa",54.6,330.64,81,1.78,468,0
"1645","South America",77,109.0375,95,0.24,14541,0
"1646","Asia",75,154.351,98,0.2,5531,0
"1647","Rest of Europe",71.5,170.768,95,0.12,3101,0
"1648","Middle East",73.4,115.693,98,0.13,4644,0
"1649","Africa",52.3,394.661,81,2.99,1224,0
"1650","Central America and Caribbean",74.1,146.556,92,0.67,5308,0
"1651","South America",65.9,216.0405,83,0.19,2251,0
"1652","Rest of Europe",68.9,248.5795,99,0.14,3880,0
"1653","European Union",78.5,61.136,89,0.08,17747,1
"1654","Africa",50.4,313.3725,79,0.86,678,0
"1655","Asia",75,127.4215,59,0.13,2315,0
"1656","Africa",61,281.6775,90,2.04,1326,0
"1657","Central America and Caribbean",78,114.561,84,0.52,17914,0
"1658","Africa",73.5,114.4095,80,0.02,3760,0
"1659","European Union",77.1,97.2905,88,0.04,49600,1
"1660","Asia",74.3,127.9145,96,0.18,7809,0
"1661","Asia",65.8,197.9155,29,0.12,1093,0
"1662","Central America and Caribbean",61.4,220.45,70,1.31,1081,0
"1663","Central America and Caribbean",78.4,106.695,86,0.38,16784,0
"1664","Africa",51.9,402.4095,81,3.26,1175,0
"1665","Rest of Europe",68.2,269.69,98,0.44,2065,0
"1666","Africa",57.8,323.9475,70,3,7647,0
"1667","European Union",78.4,90.053,90,0.08,34620,1
"1668","Central America and Caribbean",64.7,208.017,96,0.62,1206,0
"1669","Africa",45.2,581.009,79,8.8,273,0
"1670","Oceania",68.5,208.273,79,0.17,1706,0
"1671","Africa",55.6,299.6,57,1.02,696,0
"1672","Central America and Caribbean",78.6,101.5875,91,0.31,16232,0
"1673","European Union",80.9,71.7905,96,0.09,27219,1
"1674","Central America and Caribbean",74.4,150.5345,99,0.4,10174,0
"1675","Asia",65.9,274.4505,94,0.07,7155,0
"1676","Central America and Caribbean",69.4,216.117,81,0.37,3029,0
"1677","Oceania",80.8,66.521,95,0.05,50333,1
"1678","European Union",76.8,108.319,70,0.22,19026,1
"1679","Africa",62.2,289.377,95,0.25,654,0
"1680","Asia",67.4,190.2825,99,0.02,1313,0
"1681","Asia",67.4,151.8545,84,0.1,699,0
"1682","North America",81.7,66.0915,55,0.1,42846,1
"1683","Africa",58.1,340.7545,82,2.89,814,0
"1684","European Union",79,88.8695,88,0.03,20428,1
"1685","Africa",59.1,286.076,88,0.5,1224,0
"1686","Central America and Caribbean",75,146.703,99,0.1,15122,0
"1687","Africa",43.4,615.708,90,20.22,2662,0
"1688","European Union",75.4,120.8335,88,0.02,16241,1
"1689","European Union",77.1,118.171,93,0.08,16553,1
"1690","Asia",68.7,223.721,57,0.03,749,0
"1691","Africa",74,146.3845,98,0.81,8647,0
"1692","Oceania",80,74.797,87,0.03,35625,1
"1693","Africa",59.7,265.4325,94,1.15,1240,0
"1694","Asia",56.3,304.858,63,0.02,163,0
"1695","European Union",79.6,73.766,95,0.06,51625,1
"1696","Rest of Europe",67,241.2055,92,0.23,1338,0
"1697","Africa",48.6,442.3195,91,3.17,345,0
"1698","South America",69.9,184.945,84,0.71,8445,0
"1699","Africa",58.7,282.4125,97,1.37,686,0
"1700","Middle East",79,78.6545,98,0.08,28748,1
"1701","Oceania",68.8,202.334,81,0.17,1774,0
"1702","Africa",61.9,336.393,95,7.61,5899,0
"1703","South America",71.5,171.4535,96,0.25,7206,0
"1704","Asia",74.2,93.9375,99,0.1,35456,0
"1705","Rest of Europe",70.6,176.378,94,0.39,2374,0
"1706","Asia",64.5,260.832,89,0.23,1410,0
"1707","Middle East",66.1,221.5195,69,0.03,1602,0
"1708","Africa",63.7,267.946,94,0.16,761,0
"1709","Middle East",68.6,172.033,63,0.13,2352,0
"1710","Africa",61.7,302.822,90,4.48,1338,0
"1711","Africa",59.1,276.098,61,0.03,501,0
"1712","Central America and Caribbean",71,182.1335,99,0.4,5706,0
"1713","Asia",72,182.111,98,0.14,10511,0
"1714","European Union",76.8,101.2215,88,0.04,49470,1
"1715","Africa",71.7,172.883,88,1.21,5534,0
"1716","Rest of Europe",75.3,114.328,94,0.02,5589,0
"1717","South America",72.9,141.9155,94,0.2,3868,0
"1718","Oceania",71.6,155.1685,94,0.17,2232,0
"1719","Rest of Europe",78.4,84.179,88,0.08,41598,1
"1720","Africa",63.4,206.528,80,0.16,1470,0
"1721","European Union",80.6,79.9355,97,0.08,39929,1
"1722","South America",73.7,145.351,93,0.14,5414,0
"1723","Central America and Caribbean",78.3,95.7135,96,0.15,6601,0
"1724","European Union",80.7,54.9785,82,0.08,20566,1
"1725","Asia",68.2,222.7265,99,0.08,831,0
"1726","European Union",79,88.2405,77,0.08,38426,1
"1727","European Union",71.8,158.938,93,0.02,3937,1
"1728","European Union",75.8,121.8735,88,0.02,16737,1
"1729","Africa",51.2,324.7675,57,1.34,628,0
"1730","South America",65.3,219.8665,85,0.19,2186,0
"1731","Middle East",72.8,107.6395,95,0.13,17032,0
"1732","Oceania",67.3,164.871,78,0.17,2907,0
"1733","Africa",74.7,78.776,98,0.05,2631,0
"1734","Rest of Europe",73.4,133.3415,91,0.02,4819,0
"1735","European Union",75.1,142.5135,88,0.08,11470,1
"1736","Africa",55.4,285.899,73,1.03,906,0
"1737","Oceania",69.3,141.3175,63,0.17,2867,0
"1738","Central America and Caribbean",73.8,176.8185,95,0.39,4770,0
"1739","Oceania",69.8,162.7035,83,0.17,3590,0
"1740","Africa",46.2,605.593,79,17.55,739,0
"1741","Asia",78.6,73.007,95,0.15,34599,0
"1742","South America",63.1,235.6955,77,0.22,2054,0
"1743","Rest of Europe",70.7,220.931,97,0.08,9521,0
"1744","Africa",71,172.5165,99,3.5,10198,0
"1745","Middle East",78.6,63.99,81,0.04,8434,0
"1746","Africa",51.9,371.3155,40,0.54,738,0
"1747","European Union",79.7,86.6285,98,0.08,40152,1
"1748","Central America and Caribbean",70.5,180.6505,82,0.79,4305,0
"1749","Africa",65,290.0855,95,6.07,6705,0
"1750","Africa",50.5,328.765,86,0.89,440,0
"1751","Asia",75,91.9455,99,0.1,34097,0
"1752","Africa",66.3,269.3405,95,5.9,6896,0
"1753","Rest of Europe",81.3,68.7755,88,0.08,44596,1
"1754","North America",78.8,105.6355,92,0.12,55675,1
"1755","Africa",69.6,141.6955,40,0.39,2053,0
"1756","European Union",77.7,87.4675,95,0.07,97598,1
"1757","South America",77.9,100.081,95,0.15,10714,0
"1758","Asia",65.4,202.626,91,0.22,867,0
"1759","Rest of Europe",81.5,58.873,88,0.03,48851,1
"1760","Asia",61.3,228.498,74,0.49,481,0
"1761","European Union",73.4,145.527,96,0.03,6289,1
"1762","Rest of Europe",65.5,318.6295,97,0.08,7323,0
"1763","Rest of Europe",78.6,83.859,88,0.03,67438,1
"1764","Middle East",75.2,85.1195,99,0.05,5157,0
"1765","Africa",48.9,401.3725,27,0.91,657,0
"1766","Africa",60.7,258.0005,80,3.5,713,0
"1767","Middle East",60.7,253.0155,14,0.02,2384,0
"1768","European Union",76.9,98.132,98,0.02,11547,1
"1769","Africa",58.2,276.8845,64,3.5,626,0
"1770","Rest of Europe",79.7,78.916,88,0.02,42175,1
"1771","Middle East",74.3,91.4105,98,0.13,20250,0
"1772","Africa",72.6,123.162,81,0.02,3593,0
"1773","Central America and Caribbean",57.1,305.806,60,1.46,1316,0
"1774","Rest of Europe",65.1,316.457,81,0.08,5910,0
"1775","Oceania",66.6,170.0125,83,0.17,3167,0
"1776","Africa",51.2,410.6215,81,3.91,1124,0
"1777","Asia",69.2,184.039,83,0.21,2720,0
"1778","Oceania",82.1,60.215,91,0.05,55724,1
"1779","Africa",70,165.137,97,0.13,3291,0
"1780","European Union",79.3,83.48,86,0.08,41281,1
"1781","Rest of Europe",74.4,108.3685,95,0.08,4208,0
"1782","European Union",81.1,87.7925,42,0.11,36468,1
"1783","Oceania",72.5,114.527,56,0.17,3932,0
"1784","Africa",58.1,249.2235,77,1.12,3169,0
"1785","Rest of Europe",76.9,96.067,82,0.08,4730,0
"1786","Asia",75,88.5285,99,0.1,6592,0
"1787","Africa",60.3,245.6915,78,0.39,1088,0
"1788","Africa",64.5,229.3955,77,0.22,596,0
"1789","Africa",55.3,285.833,72,0.52,732,0
"1790","Rest of Europe",72.9,123.006,72,0.08,3283,0
"1791","South America",76.6,113.037,95,0.23,12496,0
"1792","Asia",69.5,143.4765,97,0.01,932,0
"1793","Africa",56.5,473.875,74,10.13,5992,0
"1794","Africa",60.1,261.5155,68,0.02,1182,0
"1795","Africa",48.6,453.1605,47,1.59,576,0
"1796","Africa",53.4,508.6085,79,11.43,5588,0
"1797","South America",75.1,133.788,90,0.16,5324,0
"1798","Africa",73.4,109.8335,94,0.01,2965,0
"1799","European Union",79.3,98.657,29,0.11,34152,1
"1800","South America",75.5,125.6385,88,0.12,6109,0
"1801","Asia",75.3,88.093,99,0.1,31164,0
"1802","European Union",77.6,86.879,95,0.05,44919,1
"1803","Africa",44.2,542.026,45,3.29,442,0
"1804","Oceania",59.9,259.1975,75,0.04,1075,0
"1805","Africa",49.6,461.2065,63,2.91,1567,0
"1806","Africa",47.7,568.77,79,18.69,715,0
"1807","Central America and Caribbean",72.6,171.224,92,0.4,18441,0
"1808","Africa",59.3,246.5465,87,0.59,1093,0
"1809","European Union",74.3,135.0865,95,0.03,6694,1
"1810","Rest of Europe",81,69.3335,88,0.08,45405,1
"1811","European Union",82,80.3445,78,0.1,36183,1
"1812","European Union",80.4,80.7525,98,0.14,18655,1
"1813","Africa",44.9,642.4155,79,17.08,747,0
"1814","Central America and Caribbean",70.8,185.0735,95,0.13,3621,0
"1815","European Union",75.1,121.948,99,0.01,14526,1
"1816","Africa",40.4,519.6305,71,1.57,364,0
"1817","Africa",54.7,320.8515,42,0.13,331,0
"1818","Africa",73.1,157.0575,99,3.5,11973,0
"1819","Africa",73.9,110.033,90,0.02,3828,0
"1820","Africa",60.6,249.086,65,0.06,484,0
"1821","European Union",80.7,54.218,93,0.08,21222,1
"1822","Africa",69.1,172.614,98,0.13,2699,0
"1823","Africa",71.9,138.3255,98,0.09,12386,0
"1824","Rest of Europe",74.5,125.4875,94,0.09,3607,0
"1825","South America",70.9,174.3515,84,0.58,9502,0
"1826","North America",75,115.0265,99,0.16,9280,0
"1827","Africa",50.4,304.371,83,3.32,577,0
"1828","Oceania",66.3,210.0095,99,0.04,4570,0
"1829","Middle East",78.9,60.075,99,0.05,59091,0
"1830","Asia",69.1,145.5585,96,0.01,897,0
"1831","Asia",68.9,212.4255,52,0.01,1931,0
"1832","Asia",76.7,74.337,99,0.17,8733,0
"1833","Africa",52.8,420.308,64,3.67,655,0
"1834","Central America and Caribbean",72,178.7335,93,0.66,35649,0
"1835","Asia",73.9,129.098,96,0.19,7850,0
"1836","Africa",58.7,282.047,84,0.87,519,0
"1837","Asia",64.4,226.9195,97,0.08,2398,0
"1838","Central America and Caribbean",77.7,120.787,91,0.58,16197,0
"1839","Asia",70.6,137.841,74,0.1,5024,0
"1840","European Union",77.1,100.7625,99,0.08,16161,1
"1841","Rest of Europe",72.5,184.4715,98,0.23,6111,0
"1842","European Union",79.4,78.1125,87,0.09,112418,1
"1843","European Union",74.7,120.782,96,0.02,9962,1
"1844","Asia",71.5,129.753,97,0.01,1248,0
"1845","Asia",63.8,221.876,67,0.17,1485,0
"1846","Africa",52.7,284.279,72,0.29,398,0
"1847","Middle East",73.9,94.533,98,0.13,18568,0
"1848","Rest of Europe",79.7,76.677,88,0.09,74013,1
"1849","South America",73,151.3355,62,0.4,8454,0
"1850","South America",73.9,152.5765,98,0.25,8966,0
"1851","Africa",61.4,258.4125,81,0.36,1559,0
"1852","Africa",61.4,271.267,91,2.19,888,0
"1853","Rest of Europe",65.5,300.6055,73,0.08,5324,0
"1854","Africa",59,257.297,79,0.55,996,0
"1855","Asia",63.6,268.3975,95,0.24,1353,0
"1856","Oceania",69.4,138.2035,64,0.17,2817,0
"1857","South America",72.3,155.128,87,0.15,4420,0
"1858","Africa",70.4,138.181,93,0.36,2411,0
"1859","European Union",78.3,66.799,88,0.03,23603,1
"1860","Africa",62.7,239.072,94,1.69,1382,0
"1861","Rest of Europe",67.8,231.378,99,0.39,1907,0
"1862","Africa",58.8,246.0945,64,0.97,3207,0
"1863","Asia",69.4,209.3845,87,0.02,2251,0
"1864","South America",64.8,223.692,84,0.2,2131,0
"1865","Central America and Caribbean",75.2,144.8485,99,0.1,16786,0
"1866","Asia",75.8,115.4885,99,0.01,3463,0
"1867","European Union",73.3,147.816,95,0.04,7889,1
"1868","Africa",44.5,471.7,72,1.4,472,0
"1869","South America",70.5,179.6485,86,0.66,8942,0
"1870","Central America and Caribbean",72.8,157.2385,92,0.1,2184,0
"1871","Middle East",70.6,141.1915,77,0.08,6076,0
"1872","European Union",73.8,164.1015,94,0.08,16608,1
"1873","Rest of Europe",80.2,73.0875,88,0.1,74705,1
"1874","Asia",69.3,138.2825,94,0.14,865,0
"1875","Africa",55.9,308.303,42,0.13,386,0
"1876","Africa",75.9,97.277,95,0.04,4112,0
"1877","Asia",75.4,152.5305,99,0.19,5654,0
"1878","Africa",52,286.923,72,0.33,411,0
"1879","European Union",80,53.6265,96,0.06,22682,1
"1880","Middle East",74.3,98.7545,92,0.13,60716,0
"1881","South America",74.5,148.2705,96,0.24,9248,0
"1882","Asia",70.9,140.815,99,0.14,2754,0
"1883","Africa",62.7,281.703,96,0.22,701,0
"1884","Africa",52.2,454.9405,91,4.96,328,0
"1885","Africa",49.5,462.512,59,3.66,1765,0
"1886","European Union",75.4,135.396,94,0.08,14586,1
"1887","North America",80.5,73.6155,14,0.1,42097,1
"1888","Middle East",76.5,68.52,99,0.05,22079,0
"1889","Asia",72,127.294,94,0.05,5506,0
"1890","Central America and Caribbean",72,169.4285,83,0.53,5772,0
"1891","Rest of Europe",69.4,239.1545,98,0.17,4294,0
"1892","Central America and Caribbean",68.8,193.722,76,1.13,4275,0
"1893","Africa",62.4,248.088,98,0.84,1777,0
"1894","Africa",51.4,333.0325,69,0.95,334,0
"1895","Rest of Europe",67.9,270.024,98,0.08,9094,0
"1896","South America",74.7,126.459,92,0.18,10083,0
"1897","Africa",54.7,402.62,76,3.19,1196,0
"1898","European Union",71.3,217.6585,98,0.17,8593,1
"1899","Asia",66.6,194.613,89,0.16,892,0
"1900","South America",75,128.7765,95,0.13,5749,0
"1901","Africa",60.2,263.346,93,1.07,1319,0
"1902","South America",74.6,129.945,84,0.15,11971,0
"1903","Africa",72.3,163.0965,98,1.11,6243,0
"1904","Africa",62.9,232.3135,88,0.01,1261,0
"1905","South America",77.4,105.685,95,0.24,15614,0
"1906","Asia",64.1,210.2435,60,0.17,898,0
"1907","European Union",78.1,81.688,95,0.05,45523,1
"1908","Asia",63.3,226.723,61,0.17,1405,0
"1909","Rest of Europe",75.4,100.0635,97,0.08,4531,0
"1910","Middle East",76.6,90.9325,99,0.05,18611,0
"1911","South America",73.1,147.7,87,0.14,4803,0
"1912","Oceania",63.9,204.4285,76,0.05,919,0
"1913","Rest of Europe",70.4,221.6415,98,0.21,5204,0
"1914","Asia",75.3,123.1955,96,0.15,9601,0
"1915","Oceania",69.9,148.674,89,0.17,3839,0
"1916","North America",76.9,114.049,88,0.13,49095,1
"1917","South America",75.1,125.542,94,0.14,12398,0
"1918","Asia",63.1,186.6995,64,0.13,1039,0
"1919","Africa",58.4,271.8335,90,0.25,623,0
"1920","Asia",69.5,208.4315,88,0.03,2310,0
"1921","European Union",78.4,81.3035,90,0.03,19312,1
"1922","Africa",72.4,161.214,97,1.08,6316,0
"1923","Rest of Europe",71.8,167.4725,89,0.13,3357,0
"1924","Africa",41.4,507.937,71,1.53,441,0
"1925","Middle East",73.4,100.432,96,0.13,18670,0
"1926","Asia",70.6,137.2305,94,0.01,1078,0
"1927","South America",65.2,230.6765,89,0.98,3851,0
"1928","Africa",59.8,251.1665,80,0.41,1009,0
"1929","Africa",52,343.935,42,0.13,213,0
"1930","Middle East",71.7,131.69,93,0.13,3588,0
"1931","South America",68.9,197.449,83,0.85,7550,0
"1932","Africa",61.7,255,92,0.88,1686,0
"1933","European Union",76.3,109.6325,58,0.22,18795,1
"1934","Africa",59.9,272.4825,96,1.11,671,0
"1935","Rest of Europe",67.6,273.832,98,0.08,8640,0
"1936","European Union",71.3,168.663,98,0.05,5386,1
"1937","North America",78.7,104.681,91,0.12,54831,1
"1938","Africa",72,135.3795,98,0.09,13539,0
"1939","Asia",72.1,106.982,70,0.1,2558,0
"1940","Oceania",70.3,137.313,82,0.17,4160,0
"1941","Oceania",59.3,274.1065,57,0.54,1884,0
"1942","Oceania",65.6,174.443,74,0.06,933,0
"1943","Africa",55.7,283.9665,66,0.46,732,0
"1944","Africa",57.3,322.4755,52,0.58,335,0
"1945","Africa",50.4,419.3965,75,3.5,384,0
"1946","European Union",80.7,64.5455,88,0.06,44391,1
"1947","Middle East",74.6,86.116,99,0.05,22698,0
"1948","South America",79.6,88.8665,97,0.19,13495,0
"1949","Asia",73.3,101.907,99,0.1,34927,0
"1950","European Union",80.6,71.312,88,0.03,41103,1
"1951","European Union",79.4,79.786,95,0.08,101222,1
"1952","South America",74.8,128.4145,85,0.15,12919,0
"1953","European Union",76.2,137.323,94,0.08,15693,1
"1954","Asia",79.5,69.3965,94,0.14,39857,0
"1955","European Union",72.6,155.837,96,0.02,5231,1
"1956","European Union",79.8,71.28,60,0.08,41601,1
"1957","Africa",56.3,295.2,57,0.98,673,0
"1958","European Union",79.6,71.72,60,0.08,41117,1
"1959","South America",74.3,143.277,96,0.18,5023,0
"1960","Asia",69.4,162.9475,98,0.14,2038,0
"1961","Asia",71.4,112.89,60,0.1,2194,0
"1962","Oceania",68.2,214.212,75,0.17,1644,0
"1963","Asia",59.4,264.6415,63,0.02,393,0
"1964","Africa",75.6,94.3265,98,0.04,4016,0
"1965","Africa",59,269.2475,51,0.75,760,0
"1966","Middle East",73.9,112.171,98,0.13,4275,0
"1967","Africa",46.6,507.805,89,16.96,3304,0
"1968","Oceania",70.4,152.911,41,0.17,3897,0
"1969","Asia",67.6,188.7425,99,0.04,1349,0
"1970","Africa",59.2,272.4865,84,1.24,1220,0
"1971","Africa",46.5,371.4315,67,1.24,1832,0
"1972","Asia",67.6,177.189,82,0.17,730,0
"1973","Africa",57.5,343.5545,64,2.06,2047,0
"1974","European Union",83.2,57.9985,96,0.09,24772,1
"1975","European Union",75.7,135.045,98,0.08,10437,1
"1976","Africa",62.3,241.0125,52,3.5,722,0
"1977","Middle East",73.6,97.655,98,0.13,19118,0
"1978","Central America and Caribbean",72.6,181.527,95,0.36,4730,0
"1979","Africa",56.3,261.2865,72,1.25,2988,0
"1980","Africa",52.3,423.638,81,1.45,1616,0
"1981","South America",68.6,213.861,97,0.61,5339,0
"1982","South America",69.9,187.265,98,0.16,2939,0
"1983","Rest of Europe",70.8,180.6545,94,0.09,2901,0
"1984","European Union",80.7,67.171,88,0.03,53255,1
"1985","European Union",78.8,79.9905,92,0.04,21105,1
"1986","Africa",44.2,555.8025,90,18.5,3179,0
"1987","European Union",73.1,176.8035,88,0.08,11747,1
"1988","Asia",59.9,262.1635,48,0.15,1016,0
"1989","Africa",67.5,203.574,98,0.59,751,0
"1990","Africa",53.6,412.161,95,3.61,663,0
"1991","Asia",74.6,157.2635,98,0.22,5182,0
"1992","European Union",72.6,181.871,88,0.08,11283,1
"1993","Africa",60.2,361.955,95,7.85,5642,0
"1994","Rest of Europe",80.4,67.0805,88,0.03,75624,1
"1995","Africa",55.5,312.486,42,0.13,346,0
"1996","European Union",79.4,78.1635,95,0.07,24073,1
"1997","Africa",51.1,484.2665,77,4.36,1157,0
"1998","Oceania",69.7,133.54,64,0.17,2759,0
"1999","Rest of Europe",73.8,112.9495,96,0.08,4018,0
"2000","Africa",58.1,264.2335,75,0.08,437,0
"2001","Asia",82.8,62.1335,83,0.17,32942,1
"2002","Middle East",73.4,121.421,80,0.13,1326,0
"2003","Africa",52.6,386.2285,52,1.06,276,0
"2004","South America",70.8,167.8405,89,0.18,3797,0
"2005","Central America and Caribbean",72,184.93,89,0.82,36548,0
"2006","Africa",59.6,269.966,71,0.02,1186,0
"2007","Africa",57.9,348.2365,84,0.43,772,0
"2008","Central America and Caribbean",70.6,181.755,96,0.75,4828,0
"2009","Central America and Caribbean",78.4,94.0575,96,0.16,6942,0
"2010","Oceania",67.2,166.2535,81,0.17,2815,0
"2011","Africa",49.3,398.4555,27,0.84,656,0
"2012","Africa",69.6,168.835,98,0.13,2971,0
"2013","Africa",73.5,91.2925,97,0.05,2402,0
